"","DATE","MONTH","YEAR","Country","Site","Data collector","TRAP TYPE","TRAP NO.","Trap location","SOAK TIME (DAYS)","DAY SET","MESH SIZE","Gap size (Cms)","Gap size 3/2 (cm)","Fisherman","Number of Fishers","No of traps","Trap Fished","GPS (0)","Total Catch (G)","Distance from park(M)","Kiswahili name","FAMILY","GENUS","SPECIES","FISH GROUPS","ENGLISH NAME","BY CATCH","FD/HC","LENGTH (Cm)","Depth (M)","Depth (cm)","WIDTH (Cm)","WEIGHT (kg)","WEIGHT (g)","PRICE PER GRADE","PRICE OF FISH (ksh)","Survey","Sea state","Trophic level","Id","Fish price_final","FunGr_Diet","Latitude","Longitude"
"9416",14,2,2017,"Kenya","Tiwi","Mwafitina","Gated","G3","Tiwi",1,"13/02/2017",NA,3,NA,"BVTIT3575S",2,8,8,NA,5201,NA,"Tafi","Siganidae","Siganus","Siganus sutor","Rabbitfishes","White-spotted rabbitfish","No","FD",29,NA,TRUE,TRUE,0.337,337,74.14,220,0,0,0,0,220,"Browser",NA,NA
"9417",14,2,2017,"Kenya","Tiwi","Mwafitina","Gated","G3","Tiwi",1,"13/02/2017",NA,3,NA,"BVTIT3575S",2,8,8,NA,5201,NA,"Tafi","Siganidae","Siganus","Siganus sutor","Rabbitfishes","White-spotted rabbitfish","No","FD",30,NA,TRUE,TRUE,0.398,398,87.56,220,0,0,0,0,220,"Browser",NA,NA
"9418",14,2,2017,"Kenya","Tiwi","Mwafitina","Gated","G3","Tiwi",1,"13/02/2017",NA,3,NA,"BVTIT3575S",2,8,8,NA,5201,NA,"Tafi","Siganidae","Siganus","Siganus sutor","Rabbitfishes","White-spotted rabbitfish","No","FD",27,NA,TRUE,TRUE,0.266,266,58.52,220,0,0,0,0,220,"Browser",NA,NA
"9419",14,2,2017,"Kenya","Tiwi","Mwafitina","Gated","G3","Tiwi",1,"13/02/2017",NA,3,NA,"BVTIT3575S",2,8,8,NA,5201,NA,"Tafi","Siganidae","Siganus","Siganus sutor","Rabbitfishes","White-spotted rabbitfish","No","FD",24,NA,TRUE,TRUE,0.249,249,54.78,220,0,0,0,0,220,"Browser",NA,NA
"9420",14,2,2017,"Kenya","Tiwi","Mwafitina","Gated","G3","Tiwi",1,"13/02/2017",NA,3,NA,"BVTIT3575S",2,8,8,NA,5201,NA,"Tafi","Siganidae","Siganus","Siganus sutor","Rabbitfishes","White-spotted rabbitfish","No","FD",26,NA,TRUE,TRUE,0.282,282,62.04,220,0,0,0,0,220,"Browser",NA,NA
"9421",14,2,2017,"Kenya","Tiwi","Mwafitina","Gated","G3","Tiwi",1,"13/02/2017",NA,3,NA,"BVTIT3575S",2,8,8,NA,5201,NA,"Tafi","Siganidae","Siganus","Siganus sutor","Rabbitfishes","White-spotted rabbitfish","No","FD",20,NA,TRUE,TRUE,0.13,130,28.6,220,0,0,0,0,220,"Browser",NA,NA
"9422",14,2,2017,"Kenya","Tiwi","Mwafitina","Gated","G3","Tiwi",1,"13/02/2017",NA,3,NA,"BVTIT3575S",2,8,8,NA,5201,NA,"Tafi","Siganidae","Siganus","Siganus sutor","Rabbitfishes","White-spotted rabbitfish","No","FD",20,NA,TRUE,TRUE,0.129,129,28.38,220,0,0,0,0,220,"Browser",NA,NA
"9423",14,2,2017,"Kenya","Tiwi","Mwafitina","Gated","G3","Tiwi",1,"13/02/2017",NA,3,NA,"BVTIT3575S",2,8,8,NA,5201,NA,"Tafi","Siganidae","Siganus","Siganus sutor","Rabbitfishes","White-spotted rabbitfish","No","FD",26,NA,TRUE,TRUE,0.249,249,54.78,220,0,0,0,0,220,"Browser",NA,NA
"9424",14,2,2017,"Kenya","Tiwi","Mwafitina","Gated","G3","Tiwi",1,"13/02/2017",NA,3,NA,"BVTIT3575S",2,8,8,NA,5201,NA,"Tafi","Siganidae","Siganus","Siganus sutor","Rabbitfishes","White-spotted rabbitfish","No","FD",31,NA,TRUE,TRUE,0.423,423,93.06,220,0,0,0,0,220,"Browser",NA,NA
"9425",14,2,2017,"Kenya","Tiwi","Mwafitina","Gated","G3","Tiwi",1,"13/02/2017",NA,3,NA,"BVTIT3575S",2,8,8,NA,5201,NA,"Tafi","Siganidae","Siganus","Siganus sutor","Rabbitfishes","White-spotted rabbitfish","No","FD",30,NA,TRUE,TRUE,0.398,398,87.56,220,0,0,0,0,220,"Browser",NA,NA
"9426",14,2,2017,"Kenya","Tiwi","Mwafitina","Gated","G3","Tiwi",1,"13/02/2017",NA,3,NA,"BVTIT3575S",2,8,8,NA,5201,NA,"Tafi","Siganidae","Siganus","Siganus sutor","Rabbitfishes","White-spotted rabbitfish","No","FD",28,NA,TRUE,TRUE,0.331,331,72.82,220,0,0,0,0,220,"Browser",NA,NA
"9427",12,2,2017,"Kenya","Tiwi","Mwafitina","Gated","G3","Tiwi",1,"13/02/2017",NA,3,NA,"BVTIT3575S",2,8,8,NA,5201,NA,"Tafi","Siganidae","Siganus","Siganus sutor","Rabbitfishes","White-spotted rabbitfish","No","FD",29,NA,TRUE,TRUE,0.319,319,70.18,220,0,0,0,0,220,"Browser",NA,NA
"9428",12,2,2017,"Kenya","Tiwi","Mwafitina","Gated","G3","Tiwi",1,"13/02/2017",NA,3,NA,"BVTIT3575S",2,8,8,NA,5201,NA,"Tafi","Siganidae","Siganus","Siganus sutor","Rabbitfishes","White-spotted rabbitfish","No","FD",24,NA,TRUE,TRUE,0.317,317,69.74,220,0,0,0,0,220,"Browser",NA,NA
"9429",12,2,2017,"Kenya","Tiwi","Mwafitina","Gated","G3","Tiwi",1,"13/02/2017",NA,3,NA,"BVTIT3575S",2,8,8,NA,5201,NA,"Tafi","Siganidae","Siganus","Siganus sutor","Rabbitfishes","White-spotted rabbitfish","No","FD",20,NA,TRUE,TRUE,0.248,248,54.56,220,0,0,0,0,220,"Browser",NA,NA
"9430",12,2,2017,"Kenya","Tiwi","Mwafitina","Traditional","T","Tiwi",1,"13/02/2017",NA,0,NA,"IFAJC4588G",2,8,8,NA,5390,NA,"Tafi","Siganidae","Siganus","Siganus sutor","Rabbitfishes","White-spotted rabbitfish","No","FD",27,NA,TRUE,TRUE,0.25,250,55,220,0,0,0,0,220,"Browser",NA,NA
"9431",12,2,2017,"Kenya","Tiwi","Mwafitina","Traditional","T","Tiwi",1,"13/02/2017",NA,0,NA,"IFAJC4588G",2,8,8,NA,5390,NA,"Tafi","Siganidae","Siganus","Siganus sutor","Rabbitfishes","White-spotted rabbitfish","No","FD",25,NA,TRUE,TRUE,0.17,170,37.4,220,0,0,0,0,220,"Browser",NA,NA
"9432",12,2,2017,"Kenya","Tiwi","Mwafitina","Traditional","T","Tiwi",1,"13/02/2017",NA,0,NA,"IFAJC4588G",2,8,8,NA,5390,NA,"Tafi","Siganidae","Siganus","Siganus sutor","Rabbitfishes","White-spotted rabbitfish","No","FD",24,NA,TRUE,TRUE,0.16,160,35.2,220,0,0,0,0,220,"Browser",NA,NA
"9433",12,2,2017,"Kenya","Tiwi","Mwafitina","Traditional","T","Tiwi",1,"13/02/2017",NA,0,NA,"IFAJC4588G",2,8,8,NA,5390,NA,"Tafi","Siganidae","Siganus","Siganus sutor","Rabbitfishes","White-spotted rabbitfish","No","FD",29,NA,TRUE,TRUE,0.367,367,80.74,220,0,0,0,0,220,"Browser",NA,NA
"9434",12,2,2017,"Kenya","Tiwi","Mwafitina","Traditional","T","Tiwi",1,"13/02/2017",NA,0,NA,"IFAJC4588G",2,8,8,NA,5390,NA,"Tafi","Siganidae","Siganus","Siganus sutor","Rabbitfishes","White-spotted rabbitfish","No","FD",29,NA,TRUE,TRUE,0.374,374,82.28,220,0,0,0,0,220,"Browser",NA,NA
"9435",12,2,2017,"Kenya","Tiwi","Mwafitina","Traditional","T","Tiwi",1,"13/02/2017",NA,0,NA,"IFAJC4588G",2,8,8,NA,5390,NA,"Tafi","Siganidae","Siganus","Siganus sutor","Rabbitfishes","White-spotted rabbitfish","No","FD",30,NA,TRUE,TRUE,0.398,398,87.56,220,0,0,0,0,220,"Browser",NA,NA
"9436",12,2,2017,"Kenya","Tiwi","Mwafitina","Traditional","T","Tiwi",1,"13/02/2017",NA,0,NA,"IFAJC4588G",2,8,8,NA,5390,NA,"Tafi","Siganidae","Siganus","Siganus sutor","Rabbitfishes","White-spotted rabbitfish","No","FD",27,NA,TRUE,TRUE,0.266,266,58.52,220,0,0,0,0,220,"Browser",NA,NA
"9437",12,2,2017,"Kenya","Tiwi","Mwafitina","Traditional","T","Tiwi",1,"13/02/2017",NA,0,NA,"IFAJC4588G",2,8,8,NA,5390,NA,"Tafi","Siganidae","Siganus","Siganus sutor","Rabbitfishes","White-spotted rabbitfish","No","FD",24,NA,TRUE,TRUE,0.249,249,54.78,220,0,0,0,0,220,"Browser",NA,NA
"9438",12,2,2017,"Kenya","Tiwi","Mwafitina","Traditional","T","Tiwi",1,"13/02/2017",NA,0,NA,"IFAJC4588G",2,8,8,NA,5390,NA,"Tafi","Siganidae","Siganus","Siganus sutor","Rabbitfishes","White-spotted rabbitfish","No","FD",26,NA,TRUE,TRUE,0.282,282,62.04,220,0,0,0,0,220,"Browser",NA,NA
"9439",12,2,2017,"Kenya","Tiwi","Mwafitina","Traditional","T","Tiwi",1,"13/02/2017",NA,0,NA,"IFAJC4588G",2,8,8,NA,5390,NA,"Tafi","Siganidae","Siganus","Siganus sutor","Rabbitfishes","White-spotted rabbitfish","No","FD",31,NA,TRUE,TRUE,0.423,423,93.06,220,0,0,0,0,220,"Browser",NA,NA
"9440",12,2,2017,"Kenya","Tiwi","Mwafitina","Traditional","T","Tiwi",1,"13/02/2017",NA,0,NA,"IFAJC4588G",2,8,8,NA,5390,NA,"Tafi","Siganidae","Siganus","Siganus sutor","Rabbitfishes","White-spotted rabbitfish","No","FD",20,NA,TRUE,TRUE,0.129,129,28.38,220,0,0,0,0,220,"Browser",NA,NA
"9441",12,2,2017,"Kenya","Tiwi","Mwafitina","Traditional","T","Tiwi",1,"13/02/2017",NA,0,NA,"IFAJC4588G",2,8,8,NA,5390,NA,"Tafi","Siganidae","Siganus","Siganus sutor","Rabbitfishes","White-spotted rabbitfish","No","FD",26,NA,TRUE,TRUE,0.249,249,54.78,220,0,0,0,0,220,"Browser",NA,NA
"9442",12,2,2017,"Kenya","Tiwi","Mwafitina","Traditional","T","Tiwi",1,"13/02/2017",NA,0,NA,"IFAJC4588G",2,8,8,NA,5390,NA,"Tafi","Siganidae","Siganus","Siganus sutor","Rabbitfishes","White-spotted rabbitfish","No","FD",28,NA,TRUE,TRUE,0.337,337,74.14,220,0,0,0,0,220,"Browser",NA,NA
"9443",12,2,2017,"Kenya","Tiwi","Mwafitina","Traditional","T","Tiwi",1,"13/02/2017",NA,0,NA,"IFAJC4588G",2,8,8,NA,5390,NA,"Tafi","Siganidae","Siganus","Siganus sutor","Rabbitfishes","White-spotted rabbitfish","No","FD",29,NA,TRUE,TRUE,0.398,398,87.56,220,0,0,0,0,220,"Browser",NA,NA
"9444",12,2,2017,"Kenya","Tiwi","Mwafitina","Traditional","T","Tiwi",1,"13/02/2017",NA,0,NA,"IFAJC4588G",2,8,8,NA,5390,NA,"Tafi","Siganidae","Siganus","Siganus sutor","Rabbitfishes","White-spotted rabbitfish","No","FD",28,NA,TRUE,TRUE,0.319,319,70.18,220,0,0,0,0,220,"Browser",NA,NA
"9445",12,2,2017,"Kenya","Tiwi","Mwafitina","Traditional","T","Tiwi",1,"13/02/2017",NA,0,NA,"IFAJC4588G",2,8,8,NA,5390,NA,"Tafi","Siganidae","Siganus","Siganus sutor","Rabbitfishes","White-spotted rabbitfish","No","FD",27,NA,TRUE,TRUE,0.335,335,73.7,220,0,0,0,0,220,"Browser",NA,NA
"9446",12,2,2017,"Kenya","Tiwi","Mwafitina","Traditional","T","Tiwi",1,"13/02/2017",NA,0,NA,"IFAJC4588G",2,8,8,NA,5390,NA,"Tafi","Siganidae","Siganus","Siganus sutor","Rabbitfishes","White-spotted rabbitfish","No","FD",26,NA,TRUE,TRUE,0.243,243,53.46,220,0,0,0,0,220,"Browser",NA,NA
"9447",12,2,2017,"Kenya","Tiwi","Mwafitina","Traditional","T","Tiwi",1,"13/02/2017",NA,0,NA,"IFAJC4588G",2,8,8,NA,5390,NA,"Tafi","Siganidae","Siganus","Siganus sutor","Rabbitfishes","White-spotted rabbitfish","No","FD",24,NA,TRUE,TRUE,0.23,230,50.6,220,0,0,0,0,220,"Browser",NA,NA
"9448",12,2,2017,"Kenya","Tiwi","Mwafitina","Traditional","T","Tiwi",1,"13/02/2017",NA,0,NA,"IFAJC4588G",2,8,8,NA,5390,NA,"Tafi","Siganidae","Siganus","Siganus sutor","Rabbitfishes","White-spotted rabbitfish","No","FD",24,NA,TRUE,TRUE,0.211,211,46.42,220,0,0,0,0,220,"Browser",NA,NA
"9449",12,2,2017,"Kenya","Tiwi","Mwafitina","Traditional","T","Tiwi",1,"13/02/2017",NA,0,NA,"TYDHZ0628Z",2,4,4,NA,5087,NA,"Tafi","Siganidae","Siganus","Siganus sutor","Rabbitfishes","White-spotted rabbitfish","No","FD",27,NA,TRUE,TRUE,0.252,252,55.44,220,0,0,0,0,220,"Browser",NA,NA
"9450",12,2,2017,"Kenya","Tiwi","Mwafitina","Traditional","T","Tiwi",1,"13/02/2017",NA,0,NA,"TYDHZ0628Z",2,4,4,NA,5087,NA,"Tafi","Siganidae","Siganus","Siganus sutor","Rabbitfishes","White-spotted rabbitfish","No","FD",25,NA,TRUE,TRUE,0.179,179,39.38,220,0,0,0,0,220,"Browser",NA,NA
"9451",12,2,2017,"Kenya","Tiwi","Mwafitina","Traditional","T","Tiwi",1,"13/02/2017",NA,0,NA,"TYDHZ0628Z",2,4,4,NA,5087,NA,"Tafi","Siganidae","Siganus","Siganus sutor","Rabbitfishes","White-spotted rabbitfish","No","FD",29,NA,TRUE,TRUE,0.368,368,80.96,220,0,0,0,0,220,"Browser",NA,NA
"9452",12,2,2017,"Kenya","Tiwi","Mwafitina","Traditional","T","Tiwi",1,"13/02/2017",NA,0,NA,"TYDHZ0628Z",2,4,4,NA,5087,NA,"Tafi","Siganidae","Siganus","Siganus sutor","Rabbitfishes","White-spotted rabbitfish","No","FD",24,NA,TRUE,TRUE,0.166,166,36.52,220,0,0,0,0,220,"Browser",NA,NA
"9453",12,2,2017,"Kenya","Tiwi","Mwafitina","Traditional","T","Tiwi",1,"13/02/2017",NA,0,NA,"TYDHZ0628Z",2,4,4,NA,5087,NA,"Tafi","Siganidae","Siganus","Siganus sutor","Rabbitfishes","White-spotted rabbitfish","No","FD",24,NA,TRUE,TRUE,0.16,160,35.2,220,0,0,0,0,220,"Browser",NA,NA
"9454",12,2,2017,"Kenya","Tiwi","Mwafitina","Traditional","T","Tiwi",1,"13/02/2017",NA,0,NA,"TYDHZ0628Z",2,4,4,NA,5087,NA,"Tafi","Siganidae","Siganus","Siganus sutor","Rabbitfishes","White-spotted rabbitfish","No","FD",29,NA,TRUE,TRUE,0.337,337,74.14,220,0,0,0,0,220,"Browser",NA,NA
"9455",12,2,2017,"Kenya","Tiwi","Mwafitina","Traditional","T","Tiwi",1,"13/02/2017",NA,0,NA,"TYDHZ0628Z",2,4,4,NA,5087,NA,"Tafi","Siganidae","Siganus","Siganus sutor","Rabbitfishes","White-spotted rabbitfish","No","FD",30,NA,TRUE,TRUE,0.398,398,87.56,220,0,0,0,0,220,"Browser",NA,NA
"9456",12,2,2017,"Kenya","Tiwi","Mwafitina","Traditional","T","Tiwi",1,"13/02/2017",NA,0,NA,"TYDHZ0628Z",2,4,4,NA,5087,NA,"Tafi","Siganidae","Siganus","Siganus sutor","Rabbitfishes","White-spotted rabbitfish","No","FD",27,NA,TRUE,TRUE,0.266,266,58.52,220,0,0,0,0,220,"Browser",NA,NA
"9457",12,2,2017,"Kenya","Tiwi","Mwafitina","Traditional","T","Tiwi",1,"13/02/2017",NA,0,NA,"TYDHZ0628Z",2,4,4,NA,5087,NA,"Tafi","Siganidae","Siganus","Siganus sutor","Rabbitfishes","White-spotted rabbitfish","No","FD",24,NA,TRUE,TRUE,0.249,249,54.78,220,0,0,0,0,220,"Browser",NA,NA
"9458",12,2,2017,"Kenya","Tiwi","Mwafitina","Traditional","T","Tiwi",1,"13/02/2017",NA,0,NA,"TYDHZ0628Z",2,4,4,NA,5087,NA,"Tafi","Siganidae","Siganus","Siganus sutor","Rabbitfishes","White-spotted rabbitfish","No","FD",26,NA,TRUE,TRUE,0.282,282,62.04,220,0,0,0,0,220,"Browser",NA,NA
"9459",12,2,2017,"Kenya","Tiwi","Mwafitina","Traditional","T","Tiwi",1,"13/02/2017",NA,0,NA,"TYDHZ0628Z",2,4,4,NA,5087,NA,"Tafi","Siganidae","Siganus","Siganus sutor","Rabbitfishes","White-spotted rabbitfish","No","FD",20,NA,TRUE,TRUE,0.13,130,28.6,220,0,0,0,0,220,"Browser",NA,NA
"9460",12,2,2017,"Kenya","Tiwi","Mwafitina","Traditional","T","Tiwi",1,"13/02/2017",NA,0,NA,"TYDHZ0628Z",2,4,4,NA,5087,NA,"Tafi","Siganidae","Siganus","Siganus sutor","Rabbitfishes","White-spotted rabbitfish","No","FD",20,NA,TRUE,TRUE,0.129,129,28.38,220,0,0,0,0,220,"Browser",NA,NA
"9461",12,2,2017,"Kenya","Tiwi","Mwafitina","Traditional","T","Tiwi",1,"13/02/2017",NA,0,NA,"TYDHZ0628Z",2,4,4,NA,5087,NA,"Tafi","Siganidae","Siganus","Siganus sutor","Rabbitfishes","White-spotted rabbitfish","No","FD",26,NA,TRUE,TRUE,0.249,249,54.78,220,0,0,0,0,220,"Browser",NA,NA
"9462",12,2,2017,"Kenya","Tiwi","Mwafitina","Traditional","T","Tiwi",1,"13/02/2017",NA,0,NA,"TYDHZ0628Z",2,4,4,NA,5087,NA,"Tafi","Siganidae","Siganus","Siganus sutor","Rabbitfishes","White-spotted rabbitfish","No","FD",31,NA,TRUE,TRUE,0.423,423,93.06,220,0,0,0,0,220,"Browser",NA,NA
"9463",12,2,2017,"Kenya","Tiwi","Mwafitina","Traditional","T","Tiwi",1,"13/02/2017",NA,0,NA,"TYDHZ0628Z",2,4,4,NA,5087,NA,"Tafi","Siganidae","Siganus","Siganus sutor","Rabbitfishes","White-spotted rabbitfish","No","FD",30,NA,TRUE,TRUE,0.378,378,83.16,220,0,0,0,0,220,"Browser",NA,NA
"9464",12,2,2017,"Kenya","Tiwi","Mwafitina","Traditional","T","Tiwi",1,"13/02/2017",NA,0,NA,"TYDHZ0628Z",2,4,4,NA,5087,NA,"Tafi","Siganidae","Siganus","Siganus sutor","Rabbitfishes","White-spotted rabbitfish","No","FD",28,NA,TRUE,TRUE,0.337,337,74.14,220,0,0,0,0,220,"Browser",NA,NA
"9465",12,2,2017,"Kenya","Tiwi","Mwafitina","Traditional","T","Tiwi",1,"13/02/2017",NA,0,NA,"TYDHZ0628Z",2,4,4,NA,5087,NA,"Tafi","Siganidae","Siganus","Siganus sutor","Rabbitfishes","White-spotted rabbitfish","No","FD",29,NA,TRUE,TRUE,0.319,319,70.18,220,0,0,0,0,220,"Browser",NA,NA
"9466",12,2,2017,"Kenya","Tiwi","Mwafitina","Traditional","T","Tiwi",1,"13/02/2017",NA,0,NA,"TYDHZ0628Z",2,4,4,NA,5087,NA,"Tafi","Siganidae","Siganus","Siganus sutor","Rabbitfishes","White-spotted rabbitfish","No","FD",24,NA,TRUE,TRUE,0.217,217,47.74,220,0,0,0,0,220,"Browser",NA,NA
"9467",12,2,2017,"Kenya","Tiwi","Mwafitina","Traditional","T","Tiwi",1,"13/02/2017",NA,0,NA,"TYDHZ0628Z",2,4,4,NA,5087,NA,"Tafi","Siganidae","Siganus","Siganus sutor","Rabbitfishes","White-spotted rabbitfish","No","FD",20,NA,TRUE,TRUE,0.248,248,54.56,220,0,0,0,0,220,"Browser",NA,NA
"9468",5,2,2017,"Kenya","Tiwi","Mwafitina","Gated","G3","Tiwi",1,"42827",NA,3,NA,"DCXTR6670W",2,3,3,NA,1590,NA,"tukwana","Lethrinidae","Lethrinus","Lethrinus mahsena","Emperors","Sky emperor","no","FD",27,NA,TRUE,TRUE,0.376,376,82.72,220,0,0,0,0,220,"Pisc-Macro-Invert",NA,NA
"9469",5,2,2017,"Kenya","Tiwi","Mwafitina","Gated","G3","Tiwi",1,"42827",NA,3,NA,"DCXTR6670W",2,3,3,NA,1590,NA,"tukwana","Lethrinidae","Lethrinus","Lethrinus mahsena","Emperors","Sky emperor","no","FD",24,NA,TRUE,TRUE,0.221,221,48.62,220,0,0,0,0,220,"Pisc-Macro-Invert",NA,NA
"9470",5,2,2017,"Kenya","Tiwi","Mwafitina","Gated","G3","Tiwi",1,"42827",NA,3,NA,"DCXTR6670W",2,3,3,NA,1590,NA,"Pono","Scaridae","Scarus","Scarus ghobban","Parrotfishes","Blue parrotfish","No","FD",29,NA,TRUE,TRUE,0.56,560,123.2,220,0,0,0,0,220,"Scrapers/Excavators",NA,NA
"9471",5,2,2017,"Kenya","Tiwi","Mwafitina","Gated","G3","Tiwi",1,"42827",NA,3,NA,"DCXTR6670W",2,3,3,NA,1590,NA,"Pono","Scaridae","Scarus","Scarus ghobban","Parrotfishes","Blue parrotfish","No","FD",27,NA,TRUE,TRUE,0.433,433,95.26,220,0,0,0,0,220,"Scrapers/Excavators",NA,NA
"9472",5,2,2017,"Kenya","Tiwi","Mwafitina","Traditional","T","Tiwi",1,"42827",NA,0,NA,"MUZMU0681G",2,12,12,NA,2739,NA,"tukwana","Lethrinidae","Lethrinus","Lethrinus mahsena","Emperors","Sky emperor","no","FD",36,NA,TRUE,TRUE,0.76,760,167.2,220,0,0,0,0,220,"Pisc-Macro-Invert",NA,NA
"9473",5,2,2017,"Kenya","Tiwi","Mwafitina","Traditional","T","Tiwi",1,"42827",NA,0,NA,"MUZMU0681G",2,12,12,NA,2739,NA,"Mkundaji","Mullidae","Parupeneus","Parupeneus macronemus","Goatfishes","Longbarbel goatfish","No","FD",29,NA,TRUE,TRUE,0.48,480,105.6,220,0,0,0,0,220,"Predator",NA,NA
"9474",5,2,2017,"Kenya","Tiwi","Mwafitina","Traditional","T","Tiwi",1,"42827",NA,0,NA,"MUZMU0681G",2,12,12,NA,2739,NA,"Mkundaji","Mullidae","Parupeneus","Parupeneus macronemus","Goatfishes","Longbarbel goatfish","No","FD",28,NA,TRUE,TRUE,0.394,394,86.68,220,0,0,0,0,220,"Predator",NA,NA
"9475",5,2,2017,"Kenya","Tiwi","Mwafitina","Traditional","T","Tiwi",1,"42827",NA,0,NA,"MUZMU0681G",2,12,12,NA,2739,NA,"Mkundaji","Mullidae","Parupeneus","Parupeneus macronemus","Goatfishes","Longbarbel goatfish","No","FD",27,NA,TRUE,TRUE,0.384,384,84.48,220,0,0,0,0,220,"Predator",NA,NA
"9476",5,2,2017,"Kenya","Tiwi","Mwafitina","Traditional","T","Tiwi",1,"42827",NA,0,NA,"MUZMU0681G",2,12,12,NA,2739,NA,"Mkundaji","Mullidae","Parupeneus","Parupeneus macronemus","Goatfishes","Longbarbel goatfish","No","FD",36,NA,TRUE,TRUE,0.345,345,75.9,220,0,0,0,0,220,"Predator",NA,NA
"9477",5,2,2017,"Kenya","Tiwi","Mwafitina","Traditional","T","Tiwi",1,"42827",NA,0,NA,"MUZMU0681G",2,12,12,NA,2739,NA,"Mkundaji","Mullidae","Parupeneus","Parupeneus macronemus","Goatfishes","Longbarbel goatfish","No","FD",26,NA,TRUE,TRUE,0.376,376,82.72,220,0,0,0,0,220,"Predator",NA,NA
"9478",5,2,2017,"Kenya","Tiwi","Mwafitina","Gated","G3","Tiwi",1,"42827",NA,3,NA,"PKDST0404N",2,3,3,NA,1879,NA,"Tafi","Siganidae","Siganus","Siganus sutor","Rabbitfishes","White-spotted rabbitfish","No","FD",35,NA,TRUE,TRUE,0.509,509,111.98,220,0,0,0,0,220,"Browser",NA,NA
"9479",5,2,2017,"Kenya","Tiwi","Mwafitina","Gated","G3","Tiwi",1,"42827",NA,3,NA,"PKDST0404N",2,3,3,NA,1879,NA,"Tafi","Siganidae","Siganus","Siganus sutor","Rabbitfishes","White-spotted rabbitfish","No","FD",33,NA,TRUE,TRUE,0.369,369,81.18,220,0,0,0,0,220,"Browser",NA,NA
"9480",5,2,2017,"Kenya","Tiwi","Mwafitina","Gated","G3","Tiwi",1,"42827",NA,3,NA,"PKDST0404N",2,3,3,NA,1879,NA,"Tafi","Siganidae","Siganus","Siganus sutor","Rabbitfishes","White-spotted rabbitfish","No","FD",34,NA,TRUE,TRUE,0.446,446,98.12,220,0,0,0,0,220,"Browser",NA,NA
"9481",7,2,2017,"Kenya","Tiwi","Mwafitina","Gated","G3","Tiwi",1,"42888",NA,3,NA,"WUDTE1505E",2,8,8,NA,880,NA,"tukwana","Lethrinidae","Lethrinus","Lethrinus mahsena","Emperors","Sky emperor","no","FD",26,NA,TRUE,TRUE,0.281,281,61.82,220,0,0,0,0,220,"Pisc-Macro-Invert",NA,NA
"9482",7,2,2017,"Kenya","Tiwi","Mwafitina","Gated","G3","Tiwi",1,"42888",NA,3,NA,"WUDTE1505E",2,8,8,NA,880,NA,"tukwana","Lethrinidae","Lethrinus","Lethrinus mahsena","Emperors","Sky emperor","no","FD",26,NA,TRUE,TRUE,0.468,468,102.96,220,0,0,0,0,220,"Pisc-Macro-Invert",NA,NA
"9483",7,2,2017,"Kenya","Tiwi","Mwafitina","Gated","G3","Tiwi",1,"42888",NA,3,NA,"WUDTE1505E",2,8,8,NA,880,NA,"Tembo","Lutjanidae","Lutjanus","Lutjanus fulviflamma","Snappers","Dory snapper","No","FD",22,NA,TRUE,TRUE,0.228,228,50.16,220,0,0,0,0,220,"Invert-Macro",NA,NA
"9484",7,2,2017,"Kenya","Tiwi","Mwafitina","Gated","G3","Tiwi",1,"42888",NA,3,NA,"WUDTE1505E",2,8,8,NA,880,NA,"Tembo","Lutjanidae","Lutjanus","Lutjanus fulviflamma","Snappers","Dory snapper","No","FD",22,NA,TRUE,TRUE,0.217,217,47.74,220,0,0,0,0,220,"Invert-Macro",NA,NA
"9485",8,2,2017,"Kenya","Mayungu","Ahmed","Gated","G3","Mayungu",1,"42918",NA,3,NA,"VVPPT7983X",4,3,3,NA,1010,NA,"Tafi","Siganidae","Siganus","Siganus stellatus","Rabbitfishes","Stellate rabbitfish","No","FD",32.3,NA,TRUE,TRUE,0.4,400,112,280,0,0,0,0,280,"Browser",NA,NA
"9486",8,2,2017,"Kenya","Mayungu","Ahmed","Gated","G3","Mayungu",1,"42918",NA,3,NA,"VVPPT7983X",4,3,3,NA,1010,NA,"Fwatundu","Lutjanidae","Lutjanus","Lutjanus sebae","Snappers","Emperor snapper","No","FD",28.1,NA,TRUE,TRUE,0.25,250,70,280,0,0,0,0,280,"Predator",NA,NA
"9487",8,2,2017,"Kenya","Tiwi","Kosgei","Gated","G3","Tiwi",1,"42773",NA,3,NA,"BFVHU9462O",2,5,5,NA,1574,NA,"Tafi","Siganidae","Siganus","Siganus sutor","Rabbitfishes","White-spotted rabbitfish","No","FD",30.1,NA,TRUE,TRUE,0.342,342,75.24,220,0,0,0,0,220,"Browser",NA,NA
"9488",8,2,2017,"Kenya","Tiwi","Kosgei","Gated","G3","Tiwi",1,"42773",NA,3,NA,"BFVHU9462O",2,5,5,NA,1574,NA,"changu","Lethrinidae","Lethrinus","Lethrinus lentjan","Emperors","Pink ear emperor","No","FD",33.3,NA,TRUE,TRUE,0.519,519,114.18,220,0,0,0,0,220,"Pisc-Macro-Invert",NA,NA
